matchup,seed,player_name,agent_name,won,score,tickets_completed,tickets_total,ticket_completion_rate,avg_ticket_progress,avg_route_points,claimed_routes,avg_decision_time_ms,illegal_move_count,prevented_illegal_claims_avg,game_length_turns
symbolic_vs_random,101,random,random,0,-60,0,9,0.0,0.0724888720920467,2,5,0.06086666649530849,0,41.166666666666664,35
symbolic_vs_hybrid,102,symbolic,symbolic,1,61,3,3,1.0,0.4371527777777778,2.75,8,2.435194999907253,0,40.25,39
symbolic_vs_hybrid,102,hybrid,hybrid,0,46,3,3,1.0,0.29196428571428573,2.5555555555555554,9,3.1845099999372906,0,40.25,39
symbolic_vs_hybrid,103,symbolic,symbolic,1,38,2,3,0.6666666666666666,0.3854166666666667,2.2222222222222223,9,1.9553666667585883,0,40.05555555555556,35
symbolic_vs_hybrid,103,hybrid,hybrid,0,7,1,3,0.3333333333333333,0.44753086419753085,2.5714285714285716,7,2.148677777566061,0,40.388888888888886,35
symbolic_vs_hybrid,104,symbolic,symbolic,0,-3,0,3,0.0,0.34154831523252577,2.75,8,2.4961000002995686,0,39.63157894736842,36
symbolic_vs_hybrid,104,hybrid,hybrid,1,17,1,3,0.3333333333333333,0.5300925925925926,2.2222222222222223,9,3.125594444908428,0,39.611111111111114,36
symbolic_vs_hybrid,105,symbolic,symbolic,1,20,1,3,0.3333333333333333,0.2238408521303258,2.875,8,2.2076368423816013,0,40.1578947368421,37
symbolic_vs_hybrid,105,hybrid,hybrid,0,10,0,3,0.0,0.18441938178780284,3.25,8,2.7881421051700417,0,40.36842105263158,37
symbolic_vs_hybrid,106,symbolic,symbolic,1,39,2,3,0.6666666666666666,0.5855263157894737,3.125,8,3.7343842103789364,0,37.94736842105263,37
symbolic_vs_hybrid,106,hybrid,hybrid,0,-14,0,3,0.0,0.3079399888610415,1.75,8,2.7167000004594324,0,40.578947368421055,37
symbolic_vs_hybrid,107,symbolic,symbolic,1,38,2,3,0.6666666666666666,0.3308270676691729,2.75,8,2.3308578947762726,0,39.94736842105263,37
symbolic_vs_hybrid,107,hybrid,hybrid,0,-4,0,3,0.0,0.1475563909774436,2,9,2.633105263349104,0,40.421052631578945,37
symbolic_vs_hybrid,108,symbolic,symbolic,0,-10,0,3,0.0,0.28406084656084657,1.875,8,2.175188889143303,0,40.55555555555556,34
symbolic_vs_hybrid,108,hybrid,hybrid,1,32,1,2,0.5,0.2851890756302521,2.625,8,2.8883941175830414,0,40.64705882352941,34
symbolic_vs_hybrid,109,symbolic,symbolic,0,3,0,2,0.0,0.3954248366013072,2.625,8,2.0639941177411374,0,40.1764705882353,33
symbolic_vs_hybrid,109,hybrid,hybrid,1,14,1,3,0.3333333333333333,0.30392156862745096,2.142857142857143,7,2.945911764768158,0,39.8235294117647,33
symbolic_vs_hybrid,110,symbolic,symbolic,0,-6,0,3,0.0,0.24742798353909465,2.2222222222222223,9,3.0117388886436753,0,39.44444444444444,34
symbolic_vs_hybrid,110,hybrid,hybrid,1,21,1,3,0.3333333333333333,0.117296918767507,2.5,8,4.041894117429312,0,39.64705882352941,34
symbolic_vs_hybrid,111,symbolic,symbolic,0,10,0,2,0.0,0.296875,2.5555555555555554,9,1.9761450002079073,0,39.9,39
symbolic_vs_hybrid,111,hybrid,hybrid,1,13,1,3,0.3333333333333333,0.347337962962963,2.125,8,2.7236550000452553,0,39.9,39
symbolic_vs_hybrid,112,symbolic,symbolic,1,31,1,2,0.5,0.34837962962962965,2.625,8,2.907572222284216,0,38.666666666666664,35
symbolic_vs_hybrid,112,hybrid,hybrid,0,0,0,2,0.0,0.35466269841269843,2.125,8,2.595116666472879,0,40.44444444444444,35
symbolic_vs_hybrid,113,symbolic,symbolic,1,27,1,2,0.5,0.5145089285714286,2.625,8,2.297381249832142,0,39.3125,31
symbolic_vs_hybrid,113,hybrid,hybrid,0,-15,0,3,0.0,0.2562830687830688,2.142857142857143,7,3.290381249712482,0,39.5625,31
symbolic_vs_hybrid,114,symbolic,symbolic,0,-9,0,3,0.0,0.2632642563198119,2.375,8,2.845799999906578,0,39.44444444444444,34
symbolic_vs_hybrid,114,hybrid,hybrid,1,32,2,3,0.6666666666666666,0.31862745098039214,2.75,8,3.6506117645758955,0,39.588235294117645,34
symbolic_vs_hybrid,115,symbolic,symbolic,0,6,1,3,0.3333333333333333,0.47632971317181844,2.111111111111111,9,3.0554999997739767,0,39.1578947368421,36
symbolic_vs_hybrid,115,hybrid,hybrid,1,49,2,3,0.6666666666666666,0.33796296296296297,3.25,8,3.6682833333543385,0,39.666666666666664,36
symbolic_vs_hybrid,116,symbolic,symbolic,0,5,1,3,0.3333333333333333,0.2502976190476191,2.125,8,2.1492550000402844,0,40.45,38
symbolic_vs_hybrid,116,hybrid,hybrid,1,10,0,3,0.0,0.19407894736842105,3,8,4.610500000030458,0,38.421052631578945,38
symbolic_vs_hybrid,117,symbolic,symbolic,1,14,1,3,0.3333333333333333,0.48293650793650794,2.142857142857143,7,2.1079200001622667,0,40.15,38
symbolic_vs_hybrid,117,hybrid,hybrid,0,1,0,3,0.0,0.3432017543859649,2.625,8,2.487936842570841,0,40.473684210526315,38
symbolic_vs_hybrid,118,symbolic,symbolic,1,37,2,3,0.6666666666666666,0.33749999999999997,3.142857142857143,7,1.6348550001566764,0,40.6,38
symbolic_vs_hybrid,118,hybrid,hybrid,0,18,1,2,0.5,0.42690058479532167,2.111111111111111,9,2.5947578947364636,0,40.421052631578945,38
symbolic_vs_hybrid,119,symbolic,symbolic,0,5,1,3,0.3333333333333333,0.33112874779541446,2.375,8,1.9312476189432866,0,40.42857142857143,40
symbolic_vs_hybrid,119,hybrid,hybrid,1,16,0,2,0.0,0.25357142857142856,2.5555555555555554,9,2.0034299996041227,0,41,40
symbolic_vs_hybrid,120,symbolic,symbolic,1,3,0,3,0.0,0.34925595238095236,2.125,8,4.688084999997955,0,36.55,38
symbolic_vs_hybrid,120,hybrid,hybrid,0,1,0,3,0.0,0.16400375939849623,2.75,8,6.734921052779292,0,37.05263157894737,38
symbolic_vs_hybrid,121,symbolic,symbolic,0,-7,0,3,0.0,0.23043720412141463,2.142857142857143,7,2.564852631526025,0,39.78947368421053,36
symbolic_vs_hybrid,121,hybrid,hybrid,1,50,2,2,1.0,0.6502976190476191,2.625,8,3.6858277775940627,0,39.111111111111114,36
hybrid_vs_random,122,hybrid,hybrid,1,42,2,2,1.0,0.615546218487395,2.111111111111111,9,3.6520117647502475,0,39.470588235294116,33
hybrid_vs_random,122,random,random,0,-47,0,7,0.0,0.08650960384153661,2.2,5,0.06193529417728046,0,40.529411764705884,33
hybrid_vs_random,123,hybrid,hybrid,1,22,1,3,0.3333333333333333,0.3002946127946128,2.4444444444444446,9,2.8052227271473384,0,40.86363636363637,43
hybrid_vs_random,123,random,random,0,-19,1,6,0.16666666666666666,0.15124458874458876,2,7,0.06147727270383092,0,39.31818181818182,43
hybrid_vs_random,124,hybrid,hybrid,1,32,1,2,0.5,0.3751044277360067,2.6666666666666665,9,3.8004842107942465,0,40.10526315789474,37
hybrid_vs_random,124,random,random,0,-48,0,8,0.0,0.12917934717746749,2.1666666666666665,6,0.060926315391522,0,40.89473684210526,37
hybrid_vs_random,125,hybrid,hybrid,1,51,2,2,1.0,0.3869598765432099,2,10,3.906444444510271,0,40.111111111111114,35
hybrid_vs_random,125,random,random,0,-41,0,7,0.0,0.17729119425547998,2.8,5,0.06208333312921847,0,39.833333333333336,35
hybrid_vs_random,126,hybrid,hybrid,1,17,0,2,0.0,0.40476190476190477,2.4444444444444446,9,7.419422222584318,0,39,35
hybrid_vs_random,126,random,random,0,-52,0,8,0.0,0.11204805996472664,2.3333333333333335,6,0.0648222222581454,0,40.27777777777778,35
hybrid_vs_random,127,hybrid,hybrid,1,45,2,2,1.0,0.6026785714285714,2.3333333333333335,9,3.0667750002066896,0,40.1,39
hybrid_vs_random,127,random,random,0,-35,1,7,0.14285714285714285,0.22098261526832955,2.1666666666666665,6,0.06448999965869007,0,38.3,39
hybrid_vs_random,128,hybrid,hybrid,1,25,1,2,0.5,0.5324074074074074,2.3333333333333335,9,3.9030666667814433,0,39.666666666666664,35
hybrid_vs_random,128,random,random,0,-51,0,8,0.0,0.1946247480473671,3.2,5,0.06670555527913773,0,39.333333333333336,35
hybrid_vs_random,129,hybrid,hybrid,1,25,1,3,0.3333333333333333,0.3804563492063492,2.3333333333333335,9,3.7079222221210433,0,39.611111111111114,35
hybrid_vs_random,129,random,random,0,-46,0,7,0.0,0.13547046905181825,2.6666666666666665,6,0.06194999999327896,0,39.833333333333336,35
hybrid_vs_random,130,hybrid,hybrid,1,42,2,2,1.0,0.421875,2.5,8,4.346981250023418,0,39.625,31
hybrid_vs_random,130,random,random,0,-70,0,9,0.0,0.15174900399974806,2,5,0.060943749758735066,0,39.875,31
hybrid_vs_random,131,hybrid,hybrid,1,26,1,2,0.5,0.5261437908496732,2.75,8,3.5418411766038522,0,39.94117647058823,33
hybrid_vs_random,131,random,random,0,-52,0,8,0.0,0.14309251478369125,2.1666666666666665,6,0.06494117652062628,0,39.88235294117647,33
hybrid_vs_random,132,hybrid,hybrid,1,36,2,3,0.6666666666666666,0.42647058823529416,3,8,3.9804352941513677,0,39.76470588235294,33
hybrid_vs_random,132,random,random,0,-30,0,6,0.0,0.11346288515406162,2.6666666666666665,6,0.0631411766174578,0,38.411764705882355,33
hybrid_vs_random,133,hybrid,hybrid,1,57,3,3,1.0,0.6354166666666666,3.125,8,4.573230000005424,0,37.95,39
hybrid_vs_random,133,random,random,0,-28,0,5,0.0,0.1163888888888889,2,7,0.07128499973987346,0,39.25,39
hybrid_vs_random,134,hybrid,hybrid,1,11,0,2,0.0,0.31652661064425774,2.625,8,6.0170764708720315,0,38.588235294117645,33
hybrid_vs_random,134,random,random,0,-59,0,9,0.0,0.06393298059964728,1.8571428571428572,7,0.06591764705423403,0,39.470588235294116,33
hybrid_vs_random,135,hybrid,hybrid,1,22,1,3,0.3333333333333333,0.41041666666666665,2.75,8,4.377949999980046,0,39.6,39
hybrid_vs_random,135,random,random,0,-18,1,6,0.16666666666666666,0.1826851851851852,2.125,8,0.06709500012220815,0,40.4,39
hybrid_vs_random,136,hybrid,hybrid,1,48,2,2,1.0,0.4605263157894737,2.2222222222222223,9,3.4576368421097103,0,40.1578947368421,37
hybrid_vs_random,136,random,random,0,-36,0,7,0.0,0.20179914070891514,2.2857142857142856,7,0.06548947375880457,0,40.05263157894737,37
hybrid_vs_random,137,hybrid,hybrid,1,0,0,3,0.0,0.3329861111111111,2.111111111111111,9,3.7272249999659834,0,39.9,39
hybrid_vs_random,137,random,random,0,-34,0,7,0.0,0.14507936507936509,2.7142857142857144,7,0.06269499999689288,0,39.6,39
hybrid_vs_random,138,hybrid,hybrid,1,13,0,2,0.0,0.3609022556390977,2.2222222222222223,9,4.203642105398774,0,40.26315789473684,37
hybrid_vs_random,138,random,random,0,-36,0,7,0.0,0.05172405219397701,2.2857142857142856,7,0.06393157883921001,0,40.8421052631579,37
hybrid_vs_random,139,hybrid,hybrid,1,25,1,2,0.5,0.5281954887218044,2.111111111111111,9,4.088157894760738,0,39.73684210526316,37
hybrid_vs_random,139,random,random,0,-68,0,10,0.0,0.09967627401837928,2.5,6,0.06665789480489605,0,39.1578947368421,37
hybrid_vs_random,140,hybrid,hybrid,1,14,0,2,0.0,0.3630952380952381,2.2,10,3.1792285716662825,0,40.095238095238095,41
hybrid_vs_random,140,random,random,0,-43,0,8,0.0,0.09377969441744952,3,7,0.0650523810084754,0,39.95238095238095,41
hybrid_vs_random,141,hybrid,hybrid,1,10,0,2,0.0,0.4444444444444445,2.625,8,6.0226705883157114,0,38.470588235294116,33
hybrid_vs_random,141,random,random,0,-40,1,8,0.125,0.09688625450180073,1.8,5,0.06402941182707711,0,39.529411764705884,33
hybrid_vs_symbolic,142,hybrid,hybrid,0,30,2,3,0.6666666666666666,0.5087719298245614,2.5,8,4.692736841925101,0,37.94736842105263,36
hybrid_vs_symbolic,142,symbolic,symbolic,1,60,3,3,1.0,0.5151381540270429,2.75,8,3.585122222021811,0,38.05555555555556,36
hybrid_vs_symbolic,143,hybrid,hybrid,0,7,0,3,0.0,0.349702380952381,2.5,8,3.3957944439559165,0,39.55555555555556,34
hybrid_vs_symbolic,143,symbolic,symbolic,1,15,0,2,0.0,0.2426470588235294,2.875,8,2.6046117650634293,0,39.11764705882353,34
hybrid_vs_symbolic,144,hybrid,hybrid,1,24,2,3,0.6666666666666666,0.3449074074074074,2.75,8,3.065966666731078,0,40.333333333333336,35
hybrid_vs_symbolic,144,symbolic,symbolic,0,18,1,3,0.3333333333333333,0.2883597883597883,2.5,8,2.5285944443061856,0,40.05555555555556,35
hybrid_vs_symbolic,145,hybrid,hybrid,1,26,1,2,0.5,0.36875,2.4444444444444446,9,2.9697199996917334,0,40.15,39
hybrid_vs_symbolic,145,symbolic,symbolic,0,1,0,3,0.0,0.29375,2.625,8,2.3479199998291733,0,40.5,39
hybrid_vs_symbolic,146,hybrid,hybrid,0,11,1,3,0.3333333333333333,0.2409887566137566,2.3333333333333335,9,4.011980000359472,0,38.7,38
hybrid_vs_symbolic,146,symbolic,symbolic,1,55,3,3,1.0,0.3157894736842105,2.5555555555555554,9,2.1767157898131315,0,39.78947368421053,38
hybrid_vs_symbolic,147,hybrid,hybrid,1,33,2,3,0.6666666666666666,0.5424382716049383,2.5555555555555554,9,1.838000000361717,0,40.833333333333336,47
hybrid_vs_symbolic,147,symbolic,symbolic,0,7,0,2,0.0,0.3828125,2.5555555555555554,9,1.8343833335165982,0,40.291666666666664,47
hybrid_vs_symbolic,148,hybrid,hybrid,0,36,1,2,0.5,0.3734567901234568,2.625,8,3.0899388887822474,0,39.77777777777778,35
hybrid_vs_symbolic,148,symbolic,symbolic,1,45,2,2,1.0,0.44675925925925924,2.6666666666666665,9,1.7681777779014536,0,40.44444444444444,35
hybrid_vs_symbolic,149,hybrid,hybrid,0,6,1,3,0.3333333333333333,0.2927248677248677,2.25,8,2.3721549999208946,0,40.45,38
hybrid_vs_symbolic,149,symbolic,symbolic,1,30,1,2,0.5,0.5423976608187134,3.125,8,1.6172315786925058,0,40.36842105263158,38
hybrid_vs_symbolic,150,hybrid,hybrid,0,-4,0,3,0.0,0.15856481481481483,2.375,8,4.389827777736678,0,39.27777777777778,34
hybrid_vs_symbolic,150,symbolic,symbolic,1,37,2,3,0.6666666666666666,0.39338235294117646,2.625,8,2.7649882353323525,0,39.588235294117645,34
hybrid_vs_symbolic,151,hybrid,hybrid,1,53,3,3,1.0,0.5916666666666667,2.2222222222222223,9,2.35755000012432,0,40.35,39
hybrid_vs_symbolic,151,symbolic,symbolic,0,27,2,3,0.6666666666666666,0.5990740740740741,2.875,8,2.0581649999257934,0,39.25,39
hybrid_vs_symbolic,152,hybrid,hybrid,1,49,2,2,1.0,0.3336466165413534,2.5555555555555554,9,3.2923578948707712,0,39.94736842105263,37
hybrid_vs_symbolic,152,symbolic,symbolic,0,25,2,3,0.6666666666666666,0.36960456697298805,2.75,8,3.373510526408178,0,38.63157894736842,37
hybrid_vs_symbolic,153,hybrid,hybrid,1,29,1,3,0.3333333333333333,0.43067738791423005,2.7777777777777777,9,3.5536315790523076,0,39.8421052631579,36
hybrid_vs_symbolic,153,symbolic,symbolic,0,-8,0,3,0.0,0.21164021164021163,2.5,8,2.246494444383037,0,40.5,36
hybrid_vs_symbolic,154,hybrid,hybrid,1,22,1,3,0.3333333333333333,0.2897321428571429,2.3333333333333335,9,3.4075700002176745,0,39.45,39
hybrid_vs_symbolic,154,symbolic,symbolic,0,-1,0,3,0.0,0.23657407407407408,2.375,8,2.3189849999653234,0,40,39
hybrid_vs_symbolic,155,hybrid,hybrid,1,44,2,3,0.6666666666666666,0.5591179653679653,2.5555555555555554,9,3.4764409088397357,0,39.31818181818182,43
hybrid_vs_symbolic,155,symbolic,symbolic,0,2,0,3,0.0,0.2846320346320346,2.5555555555555554,9,1.9894727273078223,0,40.22727272727273,43
hybrid_vs_symbolic,156,hybrid,hybrid,1,32,2,3,0.6666666666666666,0.5023809523809525,2.111111111111111,9,3.376265000224521,0,39.9,39
hybrid_vs_symbolic,156,symbolic,symbolic,0,-9,0,3,0.0,0.2765542328042328,2.7142857142857144,7,3.1294200000047567,0,39.3,39
hybrid_vs_symbolic,157,hybrid,hybrid,0,14,1,3,0.3333333333333333,0.3282312925170068,2.5555555555555554,9,3.2955952382118476,0,39.714285714285715,40
hybrid_vs_symbolic,157,symbolic,symbolic,1,45,2,3,0.6666666666666666,0.2625,2.3333333333333335,9,2.722130000074685,0,39.55,40
hybrid_vs_symbolic,158,hybrid,hybrid,1,9,0,3,0.0,0.2261904761904762,2.6666666666666665,9,6.117370000083611,0,38.4,39
hybrid_vs_symbolic,158,symbolic,symbolic,0,-7,0,3,0.0,0.3085978835978836,2.375,8,3.026254999986122,0,39.5,39
hybrid_vs_symbolic,159,hybrid,hybrid,1,47,2,3,0.6666666666666666,0.5280612244897959,2.7777777777777777,9,2.8274238094516995,0,40.23809523809524,41
hybrid_vs_symbolic,159,symbolic,symbolic,0,4,1,3,0.3333333333333333,0.47379692617787855,2.25,8,1.6337190476666106,0,40.76190476190476,41
hybrid_vs_symbolic,160,hybrid,hybrid,0,6,1,3,0.3333333333333333,0.29636591478696744,2.125,8,3.1243368422637054,0,39.63157894736842,36
hybrid_vs_symbolic,160,symbolic,symbolic,1,17,0,2,0.0,0.15674603174603177,2.625,8,1.8288166668046162,0,40.166666666666664,36
hybrid_vs_symbolic,161,hybrid,hybrid,1,34,1,2,0.5,0.31871345029239767,2.875,8,3.806910526116936,0,39.473684210526315,37
hybrid_vs_symbolic,161,symbolic,symbolic,0,-10,0,3,0.0,0.09429824561403509,1.7142857142857142,7,2.2808631578013054,0,40.26315789473684,37
